name,genres,duration,released_date,reviews,comments,language,rating,director,actor,investment,revenue
Shrek 2,"Animation, Family, Comedy, Fantasy, Adventure",1h 33m,05/19/2004 (US),1,3,English,71,Conrad Vernon,Mike Myers,"$150,000,000.00","$928,760,770.00"
Twist,"Crime, Drama, Action",1h 32m,07/30/2021 (US),1,1,English,62,Martin Owen,Raff Law,"$2,000,000.00","$510,466.00"
We Can Be Heroes,"Action, Fantasy, Family, Comedy",1h 37m,12/25/2020 (US),0,1,English,63,Robert Rodriguez,YaYa Gosselin,-,-
Hotel Transylvania,"Animation, Comedy, Family, Fantasy",1h 31m,11/19/2012 (VN),2,8,English,69,Genndy Tartakovsky,Adam Sandler,"$85,000,000.00","$358,375,603.00"
Thunder Force,"Action, Adventure, Comedy",1h 47m,04/09/2021 (US),4,1,English,57,Ben Falcone,Melissa McCarthy,-,-
Reminiscence,"Science Fiction, Thriller, Mystery, Romance",1h 56m,08/20/2021 (US),0,4,English,71,Lisa Joy,Hugh Jackman,"$68,000,000.00","$18,717,947.00"
Transformers: Age of Extinction,"Science Fiction, Action, Adventure",2h 45m,06/27/2014 (US),1,4,English,59,Michael Bay,Mark Wahlberg,"$210,000,000.00","$1,104,000,000.00"
America: The Motion Picture,"Action, Comedy, History, Animation, Fantasy",1h 38m,06/30/2021 (US),0,0,English,59,Matt Thompson,Channing Tatum,-,-
The Seventh Day,Horror,1h 27m,03/26/2021 (US),0,0,English,56,Justin P. Lange,Guy Pearce,-,-
Charlie and the Chocolate Factory,"Adventure, Comedy, Family, Fantasy",1h 55m,07/15/2005 (US),1,3,English,70,Tim Burton,Johnny Depp,"$150,000,000.00","$474,968,763.00"
San Andreas,"Action, Drama, Thriller",1h 54m,05/29/2015 (US),5,3,English,62,Brad Peyton,Dwayne Johnson,"$110,000,000.00","$473,990,832.00"
State of Play,"Thriller, Drama",2h 7m,04/17/2009 (US),2,1,English,68,Kevin Macdonald,Russell Crowe,"$60,000,000.00","$87,784,194.00"
Ted 2,Comedy,1h 55m,07/17/2015 (VN),2,2,English,63,Seth MacFarlane,Mark Wahlberg,"$68,000,000.00","$215,863,606.00"
The Ice Road,"Action, Adventure, Drama, Thriller",1h 48m,06/24/2021 (HK),0,3,English,72,Jonathan Hensleigh,Liam Neeson,-,"$2,147,110.00"
Big Hero 6,"Adventure, Family, Animation, Action, Comedy",1h 42m,11/06/2014 (VN),15,5,English,78,Don Hall,Scott Adsit,"$165,000,000.00","$657,827,828.00"
"Batman: The Long Halloween, Part One","Animation, Mystery, Action, Crime",1h 25m,06/22/2021 (US),0,0,English,78,Chris Palmer,Jensen Ackles,-,-
Machine Gun Preacher,"Action, Thriller, Crime",2h 9m,09/23/2011 (US),0,1,English,67,Marc Forster,Gerard Butler,"$30,000,000.00","$2,527,904.00"
Prince of Persia: The Sands of Time,"Adventure, Fantasy, Action",1h 56m,05/27/2010 (US),3,3,English,62,Mike Newell,Jake Gyllenhaal,"$150,000,000.00","$335,154,643.00"
Justice Society: World War II,"Animation, War, Science Fiction",1h 24m,04/27/2021 (US),0,0,English,78,Jeff Wamester,Stana Katic,-,-
La Llorona,"Thriller, Horror, Drama",1h 37m,01/22/2020 (FR),0,1,Spanish; Castilian,65,Jayro Bustamante,María Mercedes Coroy,-,-
Naruto Shippuden the Movie: Blood Prison,"Thriller, Animation, Action, Comedy, Horror, Mystery",1h 48m,07/30/2011 (JP),0,0,Japanese,72,Masahiko Murata,Junko Takeuchi,-,-
Warrior,"Drama, Action",2h 20m,09/09/2011 (US),3,3,English,78,Gavin O'Connor,Joel Edgerton,"$25,000,000.00","$23,057,115.00"
Aftermath,"Horror, Crime, Drama, Thriller",1h 54m,08/04/2021 (PL),0,0,English,67,Peter Winther,Ashley Greene,-,-
Batman: Death in the Family,"Animation, Action",1h 36m,10/13/2020 (US),1,0,English,73,Brandon Vietti,Bruce Greenwood,-,-
The Proposal,"Comedy, Romance, Drama",1h 48m,06/01/2009 (US),0,0,English,71,Anne Fletcher,Sandra Bullock,"$40,000,000.00","$317,375,031.00"
Special Forces,"Action, Drama, War",1h 49m,10/12/2012 (US),0,2,French,67,Stéphane Rybojad,Diane Kruger,"$10,000,000.00","$3,424,648.00"
Joker,"Crime, Thriller, Drama",2h 2m,10/04/2019 (VN),12,51,English,82,Todd Phillips,Joaquin Phoenix,"$55,000,000.00","$1,074,251,311.00"
Dawn of the Planet of the Apes,"Science Fiction, Action, Drama, Thriller",2h 10m,07/17/2014 (VN),2,3,English,73,Matt Reeves,Andy Serkis,"$170,000,000.00","$710,644,566.00"
Don't Breathe,"Horror, Thriller",1h 29m,08/26/2016 (US),4,6,English,70,Fede Alvarez,Stephen Lang,"$9,900,000.00","$159,047,649.00"
A Silent Voice: The Movie,"Animation, Drama",2h 10m,09/17/2016 (JP),1,4,Japanese,84,Naoko Yamada,Miyu Irino,-,"$30,156,463.00"
Harry Potter and the Deathly Hallows: Part 1,"Adventure, Fantasy",2h 26m,11/19/2010 (US),1,4,English,78,David Yates,Daniel Radcliffe,"$250,000,000.00","$954,305,868.00"
As the Gods Will,"Thriller, Horror, Comedy, Mystery",1h 57m,05/05/2018 (US),0,1,Japanese,72,Takashi Miike,Sota Fukushi,-,-
Red Dot,"Thriller, Drama, Horror",1h 26m,02/11/2021 (US),0,1,Swedish,59,Alain Darborg,Johannes Bah Kuhnke,-,-
Toy Story 2,"Animation, Comedy, Family",1h 32m,11/24/1999 (US),2,8,English,76,John Lasseter,Tom Hanks,"$90,000,000.00","$497,366,869.00"
Taken 3,"Thriller, Action",1h 49m,01/09/2015 (US),4,6,English,62,Olivier Megaton,Liam Neeson,"$48,000,000.00","$325,771,424.00"
Annabelle Comes Home,"Horror, Thriller, Mystery",1h 46m,06/26/2019 (US),3,3,English,64,Gary Dauberman,Mckenna Grace,"$30,000,000.00","$231,252,591.00"
Deadpool 2,"Action, Comedy, Adventure",1h 59m,05/18/2018 (US),6,60,English,75,David Leitch,Ryan Reynolds,"$110,000,000.00","$786,365,638.00"
Inglourious Basterds,"Drama, Action, Thriller, War",2h 33m,08/21/2009 (US),2,5,English,82,Quentin Tarantino,Brad Pitt,"$70,000,000.00","$321,455,689.00"
The Medium,"Horror, Thriller",2h 11m,07/14/2021 (KR),0,0,Thai,72,Banjong Pisanthanakun,Narilya Gulmongkolpech,-,-
Dragon Ball Z: Broly – Second Coming,"Animation, Action, Science Fiction",48m,03/12/1994 (JP),0,1,Japanese,67,Shigeyasu Yamauchi,Masako Nozawa,-,-
Cinderella,"Family, Fantasy, Animation, Romance",1h 14m,03/04/1950 (US),0,9,English,70,Clyde Geronimi,Ilene Woods,"$2,900,000.00","$263,591,415.00"
Interstellar,"Adventure, Drama, Science Fiction",2h 49m,11/07/2014 (VN),9,22,English,83,Christopher Nolan,Matthew McConaughey,"$165,000,000.00","$701,729,206.00"
Toy Story 4,"Family, Adventure, Animation, Comedy, Fantasy, Drama",1h 40m,06/21/2019 (US),4,13,English,76,Josh Cooley,Tom Hanks,"$175,000,000.00","$1,073,394,593.00"
Unknown,"Action, Mystery, Thriller",1h 53m,02/18/2011 (US),0,2,English,66,Jaume Collet-Serra,Liam Neeson,"$30,000,000.00","$130,786,397.00"
Ice Age,"Animation, Comedy, Family, Adventure",1h 21m,03/15/2002 (US),0,7,English,73,Chris Wedge,Ray Romano,"$59,000,000.00","$383,257,136.00"
Just Go with It,"Comedy, Romance",1h 57m,02/11/2011 (US),0,0,English,66,Dennis Dugan,Adam Sandler,"$80,000,000.00","$214,945,591.00"
Weathering with You,"Fantasy, Animation, Romance, Drama",1h 52m,01/15/2020 (US),1,1,Japanese,81,Makoto Shinkai,Kotaro Daigo,-,"$186,965,409.00"
Instructions for Su,"Comedy, Drama",1h 32m,04/08/2021 (MX),0,2,Spanish; Castilian,79,José Ramón Chávez Delgado,Paulina Dávila,-,-
Ponyo,"Animation, Family",1h 40m,08/14/2009 (US),0,2,Japanese,77,Hayao Miyazaki,Yuria Nara,"$41,677,699.00","$202,404,009.00"
"Happy Halloween, Scooby-Doo!","Family, Animation, Mystery, Comedy",1h 16m,10/06/2020 (ES),0,1,English,79,Maxwell Atoms,Frank Welker,-,-
Green Lantern,"Adventure, Action, Thriller, Science Fiction",1h 54m,06/17/2011 (US),1,4,English,52,Martin Campbell,Ryan Reynolds,"$200,000,000.00","$219,851,172.00"
The Warrior's Way,"Adventure, Fantasy, Action, Western, Thriller",1h 40m,12/03/2010 (US),1,0,English,65,Lee Seung-moo,Jang Dong-gun,"$42,000,000.00","$11,087,569.00"
The Experiment,"Thriller, Drama",1h 36m,07/15/2010 (US),1,2,English,64,Paul Scheuring,Adrien Brody,"$21,800,000.00",-
Parasite,"Comedy, Thriller, Drama",2h 13m,06/21/2019 (VN),15,20,Korean,85,Bong Joon-ho,Song Kang-ho,"$11,363,000.00","$257,591,776.00"
Iron Man,"Action, Science Fiction, Adventure",2h 6m,05/16/2008 (VN),6,5,English,76,Jon Favreau,Robert Downey Jr.,"$140,000,000.00","$585,174,222.00"
Maya the Bee: The Golden Orb,"Adventure, Animation, Family",1h 28m,01/07/2021 (AU),0,0,English,66,Noel Cleary,Benson Jack Anthony,-,-
Call Me by Your Name,"Romance, Drama",2h 12m,01/19/2018 (US),2,16,English,83,Luca Guadagnino,Timothée Chalamet,"$4,000,000.00","$41,063,475.00"
Ready Player One,"Science Fiction, Adventure, Action",2h 20m,03/29/2018 (US),8,23,English,76,Steven Spielberg,Tye Sheridan,"$175,000,000.00","$582,890,172.00"
I Am All Girls,"Crime, Drama, Mystery, Thriller",1h 47m,05/14/2021 (US),0,1,English,67,Donovan Marsh,Erica Wessels,-,-
The Addams Family,"Family, Comedy, Fantasy, Horror",1h 42m,11/22/1991 (US),1,6,English,70,Barry Sonnenfeld,Raúl Juliá,"$30,000,000.00","$191,502,426.00"
The Penitent Thief,Drama,1h 33m,02/25/2021 (AU),0,0,English,47,Lucas Miles,Kevin Sorbo,-,"$21,507.00"
The Hunger Games: Mockingjay - Part 1,"Science Fiction, Adventure, Thriller",2h 3m,11/21/2014 (US),2,7,English,68,Francis Lawrence,Jennifer Lawrence,"$125,000,000.00","$752,100,229.00"
Venom,"Horror, Thriller",1h 33m,11/28/1981 (US),0,0,English,62,Piers Haggard,Klaus Kinski,-,-
The Little Things,"Thriller, Crime",2h 8m,01/29/2021 (US),5,1,English,64,John Lee Hancock,Denzel Washington,"$30,000,000.00","$23,205,000.00"
War of Likes,Comedy,1h 43m,03/12/2021 (MX),0,0,Spanish; Castilian,78,María Ripoll,Regina Blandón,-,-
Addams Family Values,"Comedy, Family, Fantasy",1h 34m,11/19/1993 (US),1,4,English,69,Barry Sonnenfeld,Anjelica Huston,"$47,000,000.00","$48,919,043.00"
Jurassic World,"Action, Adventure, Science Fiction, Thriller",2h 4m,06/12/2015 (VN),9,9,English,67,Colin Trevorrow,Chris Pratt,"$150,000,000.00","$1,671,713,208.00"
Escape Room,"Horror, Thriller, Action, Mystery, Adventure",1h 40m,01/04/2019 (US),1,3,English,65,Adam Robitel,Taylor Russell,"$9,000,000.00","$155,712,077.00"
Killing Cabos,"Comedy, Action, Crime",1h 34m,07/16/2004 (US),0,0,Spanish; Castilian,78,Alejandro Lozano,Tony Dalton,-,-
The Losers,"Action, Adventure, Crime, Mystery, Thriller",1h 37m,04/23/2010 (US),2,0,English,63,Sylvain White,Jeffrey Dean Morgan,"$25,000,000.00","$23,580,000.00"
Psycho-Pass 3: First Inspector,"Science Fiction, Action, Crime, Animation",2h 17m,03/27/2020 (JP),0,1,Japanese,77,Naoyoshi Shiotani,Takahiro Sakurai,-,-
Yes Man,"Comedy, Romance",1h 44m,12/19/2008 (US),0,0,English,66,Peyton Reed,Jim Carrey,"$70,000,000.00","$223,241,637.00"
Captain America: The First Avenger,"Action, Adventure, Science Fiction",2h 4m,07/22/2011 (US),6,8,English,70,Joe Johnston,Chris Evans,"$140,000,000.00","$370,569,774.00"
22 Bullets,"Drama, Crime, Thriller",1h 57m,03/24/2010 (US),0,4,French,66,Richard Berry,Jean Reno,"$24,000,000.00",-
Hotel Transylvania 2,"Family, Animation, Comedy, Fantasy",1h 29m,09/25/2015 (VN),1,1,English,68,Genndy Tartakovsky,Adam Sandler,"$80,000,000.00","$473,226,958.00"
Sing,"Family, Animation, Music, Comedy, Drama",1h 48m,12/21/2016 (US),3,5,English,71,Garth Jennings,Matthew McConaughey,"$75,000,000.00","$634,151,679.00"
The Little Mermaid,"Animation, Family, Fantasy",1h 23m,11/17/1989 (US),0,6,English,74,John Musker,Jodi Benson,"$40,000,000.00","$211,343,479.00"
Grown Ups,Comedy,1h 42m,06/24/2010 (US),0,2,English,63,Dennis Dugan,Adam Sandler,"$80,000,000.00","$271,430,189.00"
Maleficent: Mistress of Evil,"Family, Fantasy, Adventure",1h 59m,10/18/2019 (US),3,3,English,74,Joachim Rønning,Angelina Jolie,"$185,000,000.00","$491,570,967.00"
Knight and Day,"Action, Comedy",1h 49m,06/23/2010 (US),1,2,English,62,James Mangold,Tom Cruise,"$117,000,000.00","$261,930,431.00"
Scooby-Doo! The Sword and the Scoob,"Animation, Comedy, Family, Mystery, Adventure, Fantasy",1h 12m,02/23/2021 (US),1,0,English,78,Melchior Zwyer,Frank Welker,-,-
Sucker Punch,"Action, Fantasy, Thriller",1h 50m,03/25/2011 (US),4,1,English,61,Zack Snyder,Emily Browning,"$82,000,000.00","$89,792,502.00"
Alone,"Thriller, Horror, Drama",1h 38m,09/10/2020 (KR),1,0,English,62,John Hyams,Jules Willcox,-,-
Black Panther,"Action, Adventure, Science Fiction",2h 14m,02/16/2018 (US),16,93,English,74,Ryan Coogler,Chadwick Boseman,"$200,000,000.00","$1,346,739,107.00"
We Bare Bears: The Movie,"Family, Animation, Adventure, Comedy, TV Movie",1h 9m,06/30/2020 (US),0,0,English,79,Daniel Chong,Eric Edelstein,-,-
White House Down,"Action, Drama, Thriller",2h 11m,06/28/2013 (US),1,3,English,64,Roland Emmerich,Channing Tatum,"$150,000,000.00","$205,366,737.00"
Sinkhole,"Comedy, Drama",1h 57m,08/11/2021 (KR),0,0,Korean,74,Kim Ji-hoon,Cha Seung-won,-,-
"Curious George: Go West, Go Wild","Animation, Family, TV Movie",1h 25m,09/08/2020 (US),0,1,English,62,Michael LaBash,Frank Welker,-,-
Cars 3,"Animation, Adventure, Comedy, Family",1h 42m,06/16/2017 (US),3,8,English,69,Brian Fee,Owen Wilson,"$175,000,000.00","$383,925,276.00"
Venom,Thriller,1h 32m,07/15/2011 (US),0,0,English,60,Gary Breslin,Jessica Morris,-,-
Red Shoes and the Seven Dwarfs,"Animation, Romance, Family",1h 32m,12/27/2019 (VN),0,0,English,78,Hong Sung-ho,Chloë Grace Moretz,-,"$5,362,776.00"
Pokémon Detective Pikachu,"Action, Adventure, Fantasy",1h 45m,05/10/2019 (US),4,7,English,70,Rob Letterman,Ryan Reynolds,"$150,000,000.00","$433,005,346.00"
13 Assassins,"Adventure, Drama, Action",2h 21m,03/30/2011 (US),2,2,Japanese,73,Takashi Miike,Koji Yakusho,"$6,000,000.00","$17,555,141.00"
Afterlife of the Party,"Fantasy, Comedy, Drama",1h 49m,09/02/2021 (US),0,1,English,70,Stephen Herek,Victoria Justice,-,-
A Classic Horror Story,"Drama, Horror, Mystery, Comedy",1h 35m,07/14/2021 (PT),0,1,Italian,60,Paolo Strippoli,Matilda Anna Ingrid Lutz,-,-
Season of the Witch,"Adventure, Fantasy, Action",1h 35m,01/07/2011 (US),2,1,English,54,Dominic Sena,Nicolas Cage,"$40,000,000.00","$91,627,228.00"
The Sorcerer and the White Snake,"Action, Fantasy",1h 40m,09/28/2011 (US),0,1,Chinese,62,Tony Ching Siu-Tung,Jet Li,-,-
Pacific Rim: Uprising,"Action, Fantasy, Science Fiction, Adventure",1h 51m,03/23/2018 (US),4,18,English,61,Steven S. DeKnight,John Boyega,"$150,000,000.00","$290,061,297.00"
Please Enlighten Me,Romance,,02/03/2021 (CN),0,0,Chinese,0,,,-,-
Dragon Ball Z: Bio-Broly,"Animation, Action, Science Fiction",50m,07/09/1994 (JP),0,0,Japanese,58,Yoshihiro Ueda,Masako Nozawa,-,-
The Lion King,"Adventure, Family, Animation",1h 58m,07/19/2019 (US),4,13,English,72,Jon Favreau,Chiwetel Ejiofor,"$260,000,000.00","$1,667,635,327.00"
No Manches Frida 2,Comedy,1h 42m,03/15/2019 (US),0,0,Spanish; Castilian,81,Nacho G. Velilla,Omar Chaparro,-,-
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Action, Crime",1h 49m,02/07/2020 (VN),15,19,English,71,Cathy Yan,Margot Robbie,"$75,000,000.00","$201,858,461.00"
From Straight A's to XXX,"Drama, TV Movie",1h 27m,02/11/2017 (US),0,2,English,55,Vanessa Parise,Haley Pullos,-,-
Lolita,Drama,2h 17m,09/27/1997 (US),0,3,English,71,Adrian Lyne,Jeremy Irons,"$62,000,000.00","$1,071,255.00"
Crystal Skulls,"Adventure, Science Fiction",1h 28m,09/06/2014 (US),0,0,English,45,Todor Chapkanov,Richard Burgi,-,-
Mulan,"Animation, Family, Adventure",1h 28m,06/18/1998 (US),2,8,English,79,Tony Bancroft,Ming-Na Wen,"$90,000,000.00","$304,320,254.00"
John Wick: Chapter 2,"Thriller, Action, Crime",2h 2m,02/10/2017 (VN),5,19,English,72,Chad Stahelski,Keanu Reeves,"$40,000,000.00","$171,539,887.00"
Just Say Yes,"Comedy, Romance",1h 37m,04/02/2021 (US),0,0,Dutch; Flemish,66,Aram van de Rest,Yolanthe Cabau,-,-
JJ+E,"Romance, Drama",1h 30m,09/08/2021 (US),0,0,Swedish,56,Alexis Almström,Elsa Öhrn,-,-
Ratatouille,"Animation, Comedy, Family, Fantasy",1h 51m,06/29/2007 (US),0,2,English,78,Brad Bird,Patton Oswalt,"$150,000,000.00","$623,726,000.00"
Southpaw,"Action, Drama",2h 3m,07/24/2015 (US),3,1,English,74,Antoine Fuqua,Jake Gyllenhaal,"$30,000,000.00","$91,709,827.00"
Monkey King: Hero Is Back,"Fantasy, Animation, Comedy",1h 29m,07/10/2015 (CN),0,0,Chinese,71,Tian Xiao Peng,Zhang Lei,"$10,000,000.00","$150,000,000.00"
The Protégé,"Action, Crime, Thriller",1h 49m,08/20/2021 (US),0,0,English,69,Martin Campbell,Michael Keaton,-,"$8,115,215.00"
TRON: Legacy,"Adventure, Action, Science Fiction",2h 5m,12/17/2010 (US),2,5,English,64,Joseph Kosinski,Garrett Hedlund,"$170,000,000.00","$400,062,763.00"
Yu-Gi-Oh!: The Dark Side of Dimensions,"Adventure, Animation",2h,01/27/2017 (US),0,1,Japanese,75,Satoshi Kuwabara,Kenjiro Tsuda,-,"$1,015,339.00"
Captain Marvel,"Action, Adventure, Science Fiction",2h 4m,03/08/2019 (US),14,44,English,69,Ryan Fleck,Brie Larson,"$152,000,000.00","$1,128,276,090.00"
Super 8,"Thriller, Science Fiction, Mystery",1h 52m,06/10/2011 (US),4,2,English,67,J.J. Abrams,Joel Courtney,"$50,000,000.00","$260,095,986.00"
Fifty Shades Darker,"Drama, Romance",1h 58m,02/10/2017 (US),1,14,English,65,James Foley,Dakota Johnson,"$55,000,000.00","$378,827,494.00"
Sanctum,"Action, Thriller",1h 48m,02/04/2011 (US),1,2,English,59,Alister Grierson,Richard Roxburgh,$30.00,"$108,609,310.00"
Stranded,Drama,1h 23m,01/02/2021 (BR),0,0,Portuguese,50,Victor Soares,Ingrid Ohara,-,-
Super Monsters: Once Upon a Rhyme,Animation,,06/01/2021 (HU),0,0,English,64,,,-,-
A Quiet Place,"Horror, Drama, Science Fiction",1h 31m,04/06/2018 (US),8,20,English,74,John Krasinski,Emily Blunt,"$17,000,000.00","$340,677,200.00"
Secret Society of Second Born Royals,"Action, Adventure, Comedy, Fantasy",1h 37m,09/25/2020 (US),0,3,English,69,Anna Mastro,Peyton Elizabeth Lee,-,-
The Equalizer 2,"Action, Thriller, Crime",2h 1m,07/20/2018 (US),1,10,English,66,Antoine Fuqua,Denzel Washington,"$62,000,000.00","$102,084,362.00"
Snow White and the Seven Dwarfs,"Fantasy, Animation, Family",1h 23m,12/21/1937 (US),0,14,English,71,David Hand,Adriana Caselotti,"$1,488,423.00","$184,925,486.00"
The Grey,"Drama, Thriller, Action, Adventure",1h 57m,01/27/2012 (US),2,4,English,66,Joe Carnahan,Liam Neeson,"$25,000,000.00","$77,278,331.00"
Finding Nemo,"Animation, Family",1h 40m,05/30/2003 (US),3,5,English,78,Andrew Stanton,Albert Brooks,"$94,000,000.00","$940,335,536.00"
Jumanji: The Next Level,"Adventure, Comedy, Fantasy",2h 3m,12/13/2019 (VN),4,5,English,70,Jake Kasdan,Dwayne Johnson,"$125,000,000.00","$796,575,993.00"
The Doorman,"Action, Thriller",1h 37m,10/01/2020 (RU),1,2,English,59,Ryûhei Kitamura,Ruby Rose,-,"$118,666.00"
Frozen,"Animation, Adventure, Family",1h 42m,12/13/2013 (VN),5,6,English,73,Chris Buck,Kristen Bell,"$150,000,000.00","$1,274,219,009.00"
Need for Speed,"Action, Crime, Drama, Thriller",2h 12m,03/14/2014 (VN),1,4,English,63,Scott Waugh,Aaron Paul,"$66,000,000.00","$203,277,636.00"
Jurassic World: Fallen Kingdom,"Action, Adventure, Science Fiction",2h 9m,06/22/2018 (US),7,25,English,66,J. A. Bayona,Chris Pratt,"$170,000,000.00","$1,303,459,585.00"
Xtreme,"Action, Adventure, Crime",1h 51m,06/04/2021 (US),0,2,Spanish; Castilian,68,Daniel Benmayor,Óscar Jaenada,-,-
Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller",1h 36m,02/17/2012 (US),3,2,English,50,Mark Neveldine,Nicolas Cage,"$57,000,000.00","$132,563,930.00"
Skyline,"Science Fiction, Action",1h 32m,11/12/2010 (US),2,1,English,49,Greg Strause,Eric Balfour,"$10,000,000.00","$66,984,887.00"
The Day Naruto Became Hokage,"Comedy, Animation, Action, Adventure",11m,07/06/2016 (JP),0,0,Japanese,76,Hiroyuki Yamashita,Junko Takeuchi,-,-
No Strings Attached,"Comedy, Romance",1h 47m,01/21/2011 (US),1,3,English,63,Ivan Reitman,Natalie Portman,"$25,000,000.00","$149,228,077.00"
Chappie,"Crime, Action, Science Fiction",2h,03/06/2015 (US),1,2,English,68,Neill Blomkamp,Sharlto Copley,"$49,000,000.00","$104,399,548.00"
Altered Carbon: Resleeved,"Animation, Science Fiction",1h 15m,03/19/2020 (US),0,2,Japanese,65,Yoshiyuki Okada,Tatsuhisa Suzuki,-,-
17 Again,Comedy,1h 42m,04/17/2009 (US),1,3,English,63,Burr Steers,Zac Efron,"$20,000,000.00","$136,267,476.00"
Hummingbird,"Action, Thriller",1h 40m,05/07/2013 (HU),2,9,English,62,Steven Knight,Jason Statham,"$20,000,000.00","$8,352,885.00"
Conan the Barbarian,"Adventure, Fantasy, Action",1h 53m,05/11/2012 (VN),5,4,English,53,Marcus Nispel,Jason Momoa,"$90,000,000.00","$63,523,283.00"
Guardians of the Galaxy Vol. 2,"Adventure, Action, Science Fiction, Comedy",2h 17m,05/05/2017 (US),21,60,English,76,James Gunn,Chris Pratt,"$200,000,000.00","$863,756,051.00"
Spirit: Stallion of the Cimarron,"Western, Animation, Adventure, Comedy, Family, Drama",1h 23m,05/24/2002 (US),0,0,English,77,Lorna Cook,Matt Damon,"$80,000,000.00","$122,563,539.00"
Stan Helsing,"Comedy, Horror",1h 30m,10/27/2009 (US),0,1,English,43,Bo Zenga,Steve Howey,$108.00,-
Alien: Covenant,"Horror, Science Fiction, Mystery",2h 2m,05/19/2017 (US),12,126,English,60,Ridley Scott,Michael Fassbender,"$97,000,000.00","$232,380,243.00"
Death Race 2,"Action, Thriller, Science Fiction",1h 40m,01/18/2011 (US),0,0,English,58,Roel Reiné,Luke Goss,"$7,000,000.00",-
The Hangover Part II,Comedy,1h 42m,05/25/2011 (US),1,5,English,64,Todd Phillips,Bradley Cooper,"$80,000,000.00","$586,764,305.00"
Wild Child,"Comedy, Drama, Romance",1h 38m,08/15/2008 (GB),0,1,English,67,Nick Moore,Emma Roberts,"$20,000,000.00","$21,972,336.00"
LEGO Marvel Spider-Man: Vexed by Venom,"Animation, Action",21m,08/03/2019 (US),0,0,English,71,Ken Cunningham,Robbie Daymond,-,-
Tentacles,"Horror, Fantasy, Drama, TV Movie",1h 24m,02/12/2021 (US),1,0,English,62,Clara Aranovich,Casey Deidrick,-,-
The Pilgrim's Progress,"Animation, Adventure",1h 48m,04/18/2019 (US),0,0,English,78,Robert Fernandez,David Thorpe,-,-
The Lord of the Rings: The Fellowship of the Ring,"Adventure, Fantasy, Action",2h 59m,12/19/2001 (US),7,19,English,84,Peter Jackson,Elijah Wood,"$93,000,000.00","$871,368,364.00"
The Funeral Home,"Horror, Comedy",1h 26m,04/15/2021 (RU),0,0,Spanish; Castilian,42,Mauro Iván Ojeda,Luis Machín,-,-
The Guide to the Perfect Family,"Comedy, Drama",1h 42m,07/14/2021 (CA),0,0,French,65,Ricardo Trogi,Louis Morissette,-,-
The Parent Trap,"Comedy, Family",2h 8m,07/29/1998 (US),3,0,English,71,Nancy Meyers,Lindsay Lohan,"$15,000,000.00","$92,108,518.00"
Saint Seiya Heaven Chapter: Overture,"Animation, Fantasy",1h 23m,02/14/2004 (JP),0,0,Japanese,76,Shigeyasu Yamauchi,Toru Furuya,-,-
Cherry,"Crime, Drama",2h 20m,02/26/2021 (US),3,3,English,75,Joe Russo,Tom Holland,"$40,000,000.00",-
Sex Tape,Comedy,1h 37m,07/18/2014 (US),0,4,English,54,Jake Kasdan,Cameron Diaz,"$40,000,000.00","$126,069,509.00"
The Larva Island Movie,"Animation, Family",1h 29m,07/23/2020 (US),0,0,English,74,Ahn Byoung-wook,Hong Beom-gi,-,-
The Scientist,Horror,1h 33m,09/21/2020 (US),0,0,English,65,Derrick Granado,Robb Hudspeth,-,-
The Hobbit: An Unexpected Journey,"Adventure, Fantasy, Action",2h 49m,12/14/2012 (US),4,11,English,73,Peter Jackson,Ian McKellen,"$250,000,000.00","$1,021,103,568.00"
Maggie Simpson in The Force Awakens from Its Nap,"Family, Animation, Comedy, Science Fiction",3m,05/04/2021 (US),1,0,English,69,David Silverman,,-,-
A Dog Named Palma,"Family, Romance",1h 50m,03/18/2021 (RU),0,0,Russian,86,Alexandr Domogarov Jr.,Victor Dobronravov,-,-
Encanto,"Family, Music, Adventure, Animation, Fantasy",,11/24/2021 (US),0,2,English,0,Byron Howard,Stephanie Beatriz,-,-
Porno,Drama,1h 23m,01/01/1981 (BR),0,0,Portuguese,45,John Doo,David Cardoso,-,-
Friends: The Reunion,Documentary,1h 44m,05/27/2021 (US),0,2,English,83,Ben Winston,Jennifer Aniston,-,-
Hansel & Gretel: Witch Hunters,"Fantasy, Horror, Action",1h 28m,01/25/2013 (US),3,1,English,60,Tommy Wirkola,Jeremy Renner,"$50,000,000.00","$226,349,749.00"
Taken 2,"Action, Crime, Thriller",1h 31m,10/05/2012 (VN),3,3,English,63,Olivier Megaton,Liam Neeson,"$45,000,000.00","$376,141,306.00"
Dragon Ball Z: Cooler's Revenge,"Action, Animation, Science Fiction",48m,07/20/1991 (JP),0,0,Japanese,68,Mitsuo Hashimoto,Masako Nozawa,-,"$16,331,742.00"
The Hangover Part III,Comedy,1h 40m,05/23/2013 (US),0,2,English,62,Todd Phillips,Bradley Cooper,"$103,000,000.00","$362,000,072.00"
The Father Who Moves Mountains,"Drama, Thriller",1h 49m,09/17/2021 (BR),0,0,Romanian,57,Daniel Sandu,Adrian Titieni,-,-
Quantum of Solace,"Adventure, Action, Thriller, Crime",1h 46m,11/14/2008 (US),6,11,English,63,Marc Forster,Daniel Craig,"$200,000,000.00","$589,580,482.00"
